SK_ID_CURR,top_1_risk_driver,top_2_risk_driver,top_3_risk_driver,top_1_support_driver,top_2_support_driver,top_3_support_driver
117773,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3,Age Proxy (Days Birth)
118090,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,Annuity Amount,External Risk Score 3
118136,External Risk Score 2,External Risk Score 1,Days Since ID Update,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern
118237,Days Since ID Update,Days Since Last Phone Change,REG_CITY_NOT_WORK_CITY,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern
118258,External Risk Score 3,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 2,YEARS_BUILD_MODE,OCCUPATION_TYPE_Medicine_staff
118277,Temporal Behavioral Pattern,Days Since Last Phone Change,Employment Length,External Risk Score 3,External Risk Score 2,HOUR_APPR_PROCESS_START
118424,Days Since ID Update,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 1,External Risk Score 2,External Risk Score 3
118714,Annuity Amount,Temporal Behavioral Pattern,REG_CITY_NOT_WORK_CITY,External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
118969,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 2,Days Since Last Phone Change
118988,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Goods Price,External Risk Score 1,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
119006,External Risk Score 2,NAME_FAMILY_STATUS_Separated,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,OWN_CAR_AGE,Temporal Behavioral Pattern
119123,Days Since ID Update,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 1,OWN_CAR_AGE,YEARS_BEGINEXPLUATATION_MODE
119357,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,WEEKDAY_APPR_PROCESS_START_SUNDAY
119487,Temporal Behavioral Pattern,Days Since ID Update,CODE_GENDER_M,External Risk Score 1,External Risk Score 2,Days Since Registration
119509,Days Since ID Update,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Employment Length,External Risk Score 3
119527,Temporal Behavioral Pattern,CODE_GENDER_M,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change,External Risk Score 2
119579,External Risk Score 3,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 2,OWN_CAR_AGE
119587,External Risk Score 2,External Risk Score 1,Days Since Last Phone Change,External Risk Score 3,Days Since ID Update,Temporal Behavioral Pattern
119653,OBS_60_CNT_SOCIAL_CIRCLE,Annuity Amount,OBS_30_CNT_SOCIAL_CIRCLE,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
119725,Annuity Amount,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Temporal Behavioral Pattern,COMMONAREA_MEDI
119804,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern
119870,External Risk Score 3,External Risk Score 1,Days Since ID Update,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern
119914,External Risk Score 3,Days Since ID Update,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Temporal Behavioral Pattern
120130,Days Since Last Phone Change,External Risk Score 2,Temporal Behavioral Pattern,Days Since ID Update,External Risk Score 1,Temporal Behavioral Pattern
120142,OCCUPATION_TYPE_Drivers,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Employment Length
120189,OCCUPATION_TYPE_Drivers,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Annuity Amount
120232,External Risk Score 3,External Risk Score 2,Days Since ID Update,Annuity Amount,Days Since Registration,Total Income
120238,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length,External Risk Score 2,Days Since Registration,External Risk Score 3
120245,OBS_60_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,Goods Price,External Risk Score 2,External Risk Score 3,Annuity Amount
120285,Annuity Amount,Temporal Behavioral Pattern,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,OWN_CAR_AGE,Days Since Last Phone Change
120329,Temporal Behavioral Pattern,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,External Risk Score 2,Employment Length
120358,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Days Since ID Update,CNT_FAM_MEMBERS
120386,External Risk Score 2,Days Since Last Phone Change,CODE_GENDER_M,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3
120429,External Risk Score 2,NAME_FAMILY_STATUS_Separated,Days Since Last Phone Change,External Risk Score 3,Days Since Registration,Temporal Behavioral Pattern
120574,External Risk Score 1,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount
120684,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Employment Length,External Risk Score 1,Days Since Last Phone Change
120730,Days Since Last Phone Change,NAME_FAMILY_STATUS_Separated,DEF_30_CNT_SOCIAL_CIRCLE,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since ID Update
120810,External Risk Score 2,Temporal Behavioral Pattern,Days Since ID Update,External Risk Score 3,Days Since Last Phone Change,Days Since Registration
120839,External Risk Score 3,Days Since Registration,External Risk Score 1,Temporal Behavioral Pattern,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special
120843,Days Since ID Update,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
120966,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Days Since Registration,External Risk Score 3,Age Proxy (Days Birth)
121148,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,OWN_CAR_AGE,Days Since Last Phone Change,External Risk Score 3
121297,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
121407,OBS_60_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,Annuity Amount,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern
121446,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern
121480,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern,External Risk Score 1,Days Since Registration,NAME_EDUCATION_TYPE_Secondary_secondary_special
121495,NAME_FAMILY_STATUS_Separated,Days Since Last Phone Change,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2
121599,Days Since ID Update,Days Since Last Phone Change,LIVE_CITY_NOT_WORK_CITY,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3
121950,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Days Since ID Update
121981,Temporal Behavioral Pattern,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
122036,CODE_GENDER_M,REG_CITY_NOT_WORK_CITY,Goods Price,External Risk Score 1,External Risk Score 2,Temporal Behavioral Pattern
122130,Days Since Last Phone Change,LIVE_CITY_NOT_WORK_CITY,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 1,Employment Length
122182,External Risk Score 2,Temporal Behavioral Pattern,Employment Length,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change
122371,External Risk Score 2,Days Since Last Phone Change,Days Since ID Update,External Risk Score 3,Temporal Behavioral Pattern,Annuity Amount
122374,External Risk Score 1,Days Since ID Update,Days Since Last Phone Change,Annuity Amount,External Risk Score 2,Credit Amount
122375,Days Since ID Update,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Annuity Amount,APARTMENTS_AVG
122470,Days Since Last Phone Change,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Age Proxy (Days Birth),Employment Length
122475,Days Since ID Update,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Temporal Behavioral Pattern,Days Since Last Phone Change
122495,External Risk Score 3,External Risk Score 1,Days Since ID Update,WEEKDAY_APPR_PROCESS_START_SUNDAY,External Risk Score 2,Age Proxy (Days Birth)
122499,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 2,Temporal Behavioral Pattern
122551,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 3,Employment Length
122575,Days Since ID Update,Days Since Last Phone Change,Annuity Amount,External Risk Score 2,External Risk Score 3,Days Since Registration
122633,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,External Risk Score 3,Days Since ID Update,Days Since Registration
122790,Days Since Last Phone Change,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
122861,External Risk Score 3,Temporal Behavioral Pattern,Days Since ID Update,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern
123069,External Risk Score 3,External Risk Score 2,External Risk Score 1,Days Since ID Update,Annuity Amount,Days Since Last Phone Change
123090,Days Since Last Phone Change,Days Since ID Update,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,OWN_CAR_AGE,External Risk Score 3
123226,External Risk Score 1,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern
123418,Days Since Last Phone Change,OBS_60_CNT_SOCIAL_CIRCLE,Days Since ID Update,External Risk Score 2,Temporal Behavioral Pattern,External Risk Score 3
123506,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,External Risk Score 3,Days Since ID Update,Employment Length
123550,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Annuity Amount,NONLIVINGAREA_MODE
123613,External Risk Score 2,External Risk Score 1,Days Since Registration,NAME_EDUCATION_TYPE_Secondary_secondary_special,OWN_CAR_AGE,External Risk Score 3
123643,Temporal Behavioral Pattern,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 3,Age Proxy (Days Birth)
124008,Temporal Behavioral Pattern,Days Since ID Update,Days Since Last Phone Change,External Risk Score 2,External Risk Score 3,CODE_GENDER_M
124288,External Risk Score 3,OCCUPATION_TYPE_Drivers,OBS_60_CNT_SOCIAL_CIRCLE,External Risk Score 2,Annuity Amount,OWN_CAR_AGE
124297,Days Since Last Phone Change,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since ID Update
124442,External Risk Score 2,Days Since ID Update,DEF_30_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,OWN_CAR_AGE
124762,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,OWN_CAR_AGE
124776,Days Since Last Phone Change,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2
124981,DEF_30_CNT_SOCIAL_CIRCLE,Annuity Amount,AMT_REQ_CREDIT_BUREAU_YEAR,Days Since Registration,Credit Amount,Age Proxy (Days Birth)
125008,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Employment Length,External Risk Score 3,Days Since Last Phone Change
125137,Days Since Last Phone Change,AMT_REQ_CREDIT_BUREAU_YEAR,CODE_GENDER_M,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern
125354,Temporal Behavioral Pattern,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 2,Days Since Last Phone Change,External Risk Score 3
125492,Days Since ID Update,Days Since Last Phone Change,Annuity Amount,External Risk Score 1,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
125551,Temporal Behavioral Pattern,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,External Risk Score 2,Days Since Last Phone Change
125563,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 1,OWN_CAR_AGE
125849,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,Employment Length,External Risk Score 1,Days Since Registration
125863,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 3,Age Proxy (Days Birth)
125923,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Goods Price,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
126097,Days Since Last Phone Change,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth),Temporal Behavioral Pattern,External Risk Score 3
126342,DEF_30_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,Age Proxy (Days Birth),External Risk Score 2,Days Since ID Update,External Risk Score 3
126365,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Days Since Last Phone Change,External Risk Score 3
126387,DEF_30_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Days Since Last Phone Change,External Risk Score 2
126485,External Risk Score 3,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 1,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special
126509,Days Since ID Update,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,Annuity Amount,External Risk Score 3
126608,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 3,OWN_CAR_AGE
126640,External Risk Score 1,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Days Since ID Update,OCCUPATION_TYPE_High_skill_tech_staff
126767,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern
126953,Days Since ID Update,LIVE_CITY_NOT_WORK_CITY,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern,External Risk Score 2
126978,Temporal Behavioral Pattern,Annuity Amount,Days Since ID Update,External Risk Score 2,OWN_CAR_AGE,Days Since Last Phone Change
127005,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern
127187,Days Since Last Phone Change,DEF_30_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Temporal Behavioral Pattern,External Risk Score 2
127223,Days Since Last Phone Change,REG_CITY_NOT_WORK_CITY,Temporal Behavioral Pattern,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3
127283,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3
